date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:27:45	133988/133988	---M--	200	added ('OK')	application/octet-stream	etag:%22635bd3fb-20b64%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-brands-400.ttf	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-brands-400.ttf	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:46	747884/747884	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22635bd3fb-b696c%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-brands-400.svg	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-brands-400.svg	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:47	562970/562970	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22635bd3fb-8971a%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-duotone-900.eot	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-duotone-900.eot	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:49	182080/182080	---M--	200	added ('OK')	application/font-woff2	etag:%22635bd3fb-2c740%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-duotone-900.woff2	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-duotone-900.woff2	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:49	562970/562970	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22635bd3fb-8971a%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-duotone-900.eot?	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-duotone-900d41d.eot	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:49	258976/258976	---M--	200	added ('OK')	application/font-woff	etag:%22635bd3fb-3f3a0%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-duotone-900.woff	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-duotone-900.woff	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:52	562672/562672	---M--	200	added ('OK')	application/octet-stream	etag:%22635bd3fb-895f0%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-duotone-900.ttf	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-duotone-900.ttf	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:52	489274/489274	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22635bd3fb-7773a%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-light-300.eot	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-light-300.eot	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:52	2660033/2660033	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22635bd3fb-2896c1%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-duotone-900.svg	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-duotone-900.svg	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:52	489274/489274	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22635bd3fb-7773a%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-light-300.eot?	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-light-300d41d.eot	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:52	184204/184204	---M--	200	added ('OK')	application/font-woff2	etag:%22635bd3fb-2cf8c%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-light-300.woff2	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-light-300.woff2	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:53	245416/245416	---M--	200	added ('OK')	application/font-woff	etag:%22635bd3fb-3bea8%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-light-300.woff	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-light-300.woff	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:54	488992/488992	---M--	200	added ('OK')	application/octet-stream	etag:%22635bd3fb-77620%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-light-300.ttf	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-light-300.ttf	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:54	2444593/2444593	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22635bd3fb-254d31%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-light-300.svg	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-light-300.svg	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:55	450238/450238	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22635bd3fb-6debe%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-regular-400.eot	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-regular-400.eot	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:56	168824/168824	---M--	200	added ('OK')	application/font-woff2	etag:%22635bd3fb-29378%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-regular-400.woff2	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-regular-400.woff2	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:56	450238/450238	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22635bd3fb-6debe%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-regular-400.eot?	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-regular-400d41d.eot	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:56	224592/224592	---M--	200	added ('OK')	application/font-woff	etag:%22635bd3fb-36d50%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-regular-400.woff	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-regular-400.woff	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:57	449944/449944	---M--	200	added ('OK')	application/octet-stream	etag:%22635bd3fb-6dd98%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-regular-400.ttf	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-regular-400.ttf	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:57	384110/384110	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22635bd3fb-5dc6e%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-solid-900.eot	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-solid-900.eot	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:57	2182455/2182455	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22635bd3fb-214d37%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-regular-400.svg	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-regular-400.svg	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:58	384110/384110	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22635bd3fb-5dc6e%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-solid-900.eot?	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-solid-900d41d.eot	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:58	137104/137104	---M--	200	added ('OK')	application/font-woff2	etag:%22635bd3fb-21790%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-solid-900.woff2	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-solid-900.woff2	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:59	183368/183368	---M--	200	added ('OK')	application/font-woff	etag:%22635bd3fb-2cc48%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-solid-900.woff	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-solid-900.woff	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:59	383828/383828	---M--	200	added ('OK')	application/octet-stream	etag:%22635bd3fb-5db54%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-solid-900.ttf	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-solid-900.ttf	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:27:59	96/96	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22635bd3fc-60%22	https://iteck-html.themescamp.com/assets/img/icons/toggle_dot.svg	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/toggle_dot.svg	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:00	1784910/1784910	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22635bd3fb-1b3c4e%22	https://iteck-html.themescamp.com/assets/fonts/webfonts/fa-solid-900.svg	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/fonts/webfonts/fa-solid-900.svg	(from https://iteck-html.themescamp.com/assets/css/lib/all.min.css)
09:28:00	534/534	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-216%22	https://iteck-html.themescamp.com/assets/img/section_head/title_shap1.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/section_head/title_shap1.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:00	611/611	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-263%22	https://iteck-html.themescamp.com/assets/img/section_head/title_shap2.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/section_head/title_shap2.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:01	2263/2263	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-8d7%22	https://iteck-html.themescamp.com/assets/img/shap_style_6.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/shap_style_6.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:01	6124/6124	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-17ec%22	https://iteck-html.themescamp.com/assets/img/top_nav_s4.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/top_nav_s4.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:01	378/378	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-17a%22	https://iteck-html.themescamp.com/assets/img/icons/nav_icon/active_s4.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/nav_icon/active_s4.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:02	532/532	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-214%22	https://iteck-html.themescamp.com/assets/img/icons/star1.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/star1.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:02	163355/163355	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-27e1b%22	https://iteck-html.themescamp.com/assets/img/0011.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/0011.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:02	615/615	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-267%22	https://iteck-html.themescamp.com/assets/img/header/info_h1_line.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/header/info_h1_line.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:03	1478/1478	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-5c6%22	https://iteck-html.themescamp.com/assets/img/header/head3_arrow.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/header/head3_arrow.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:03	8752/8752	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22635bd3fb-2230%22	https://iteck-html.themescamp.com/assets/img/header/header8_pattern.svg	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/header/header8_pattern.svg	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:04	269050/269050	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-41afa%22	https://iteck-html.themescamp.com/assets/img/header/head9_back.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/header/head9_back.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:04	15986/15986	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-3e72%22	https://iteck-html.themescamp.com/assets/img/header/header_11.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/header/header_11.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:04	9243/9243	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-241b%22	https://iteck-html.themescamp.com/assets/img/header/header_14_back.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/header/header_14_back.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:06	1393124/1393124	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-1541e4%22	https://iteck-html.themescamp.com/assets/img/header/head_15_back.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/header/head_15_back.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:06	247495/247495	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-3c6c7%22	https://iteck-html.themescamp.com/assets/img/services_work.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/services_work.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:06	157520/157520	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-26750%22	https://iteck-html.themescamp.com/assets/img/header/head_15_pattern.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/header/head_15_pattern.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:07	54897/54897	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-d671%22	https://iteck-html.themescamp.com/assets/img/services/serv8_back.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/services/serv8_back.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:07	327970/327970	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-50122%22	https://iteck-html.themescamp.com/assets/img/testimonials/testi9_back.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/testimonials/testi9_back.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:08	1019/1019	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-3fb%22	https://iteck-html.themescamp.com/assets/img/pricing/label_success.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/pricing/label_success.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:09	76656/76656	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-12b70%22	https://iteck-html.themescamp.com/assets/img/num_back.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/num_back.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:09	956990/956990	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-e9a3e%22	https://iteck-html.themescamp.com/assets/img/projects/project_13_pattern.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/projects/project_13_pattern.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:10	669/669	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-29d%22	https://iteck-html.themescamp.com/assets/img/header/info_h1_line1.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/header/info_h1_line1.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:11	408931/408931	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-63d63%22	https://iteck-html.themescamp.com/assets/img/foot_7_pattern.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/foot_7_pattern.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:12	663695/663695	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-a208f%22	https://iteck-html.themescamp.com/assets/img/feat_15_back.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/feat_15_back.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:12	271140/271140	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-42324%22	https://iteck-html.themescamp.com/assets/img/footer/foot_14_pattern.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/footer/foot_14_pattern.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:13	54599/54599	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-d547%22	https://iteck-html.themescamp.com/assets/img/inner5_back.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/inner5_back.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:13	7729/7729	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-1e31%22	https://iteck-html.themescamp.com/assets/img/about/about_s4_wave.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/about_s4_wave.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:13	50114/50114	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-c3c2%22	https://iteck-html.themescamp.com/assets/img/banner_back1.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/banner_back1.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:14	57131/57131	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-df2b%22	https://iteck-html.themescamp.com/assets/img/comming_back1.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/comming_back1.png	(from https://iteck-html.themescamp.com/assets/css/style.css)
09:28:15	1530/1530	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-5fa%22	https://iteck-html.themescamp.com/assets/img/icons/nav_icon/imoj_heart.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/nav_icon/imoj_heart.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:15	218011/218011	---M--	200	added ('OK')	image/png	etag:%22635bd3fd-3539b%22	https://iteck-html.themescamp.com/landing-preview/img/pattern.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/landing-preview/img/pattern.png	(from https://iteck-html.themescamp.com/landing-preview/css/preview-style.css)
09:28:15	11270/11270	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-2c06%22	https://iteck-html.themescamp.com/assets/img/logo_lgr.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/logo_lgr.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:15	128782/128782	---MCZ	200	added ('OK')	text/html	etag:W/%2264e7ada7-1f70e%22	https://iteck-html.themescamp.com/index.html	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/index-2.html	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:16	825/825	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-339%22	https://iteck-html.themescamp.com/assets/img/icons/nav_icon/price.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/nav_icon/price.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:17	343808/343808	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-53f00%22	https://iteck-html.themescamp.com/assets/img/header/header_4.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/header/header_4.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:17	28112/28112	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-6dd0%22	https://iteck-html.themescamp.com/assets/img/header/header_4_bubble.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/header/header_4_bubble.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:17	7004/7004	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-1b5c%22	https://iteck-html.themescamp.com/assets/img/header/header_4_wave.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/header/header_4_wave.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:17	1668/1668	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-684%22	https://iteck-html.themescamp.com/assets/img/logos/1.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/logos/1.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:18	3336/3336	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-d08%22	https://iteck-html.themescamp.com/assets/img/logos/2.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/logos/2.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:18	742/742	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-2e6%22	https://iteck-html.themescamp.com/assets/img/logos/3.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/logos/3.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:18	2279/2279	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-8e7%22	https://iteck-html.themescamp.com/assets/img/logos/4.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/logos/4.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:19	1830/1830	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-726%22	https://iteck-html.themescamp.com/assets/img/logos/5.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/logos/5.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:19	2360/2360	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-938%22	https://iteck-html.themescamp.com/assets/img/logos/6.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/logos/6.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:20	10907/10907	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-2a9b%22	https://iteck-html.themescamp.com/assets/img/icons/fe1.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/fe1.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:20	9356/9356	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-248c%22	https://iteck-html.themescamp.com/assets/img/icons/fe2.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/fe2.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:20	10304/10304	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-2840%22	https://iteck-html.themescamp.com/assets/img/icons/fe3.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/fe3.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:21	7055/7055	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-1b8f%22	https://iteck-html.themescamp.com/assets/img/icons/fe4.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/fe4.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:21	11420/11420	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-2c9c%22	https://iteck-html.themescamp.com/assets/img/icons/fe5.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/fe5.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:21	27638/27638	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-6bf6%22	https://iteck-html.themescamp.com/assets/img/feat_circle.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/feat_circle.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:23	200322/200322	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-30e82%22	https://iteck-html.themescamp.com/assets/img/about/ipad.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/ipad.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:23	55382/55382	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-d856%22	https://iteck-html.themescamp.com/assets/img/about/about_s4_lines.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/about_s4_lines.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:23	7215/7215	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-1c2f%22	https://iteck-html.themescamp.com/assets/img/about/about_s4_bubble2.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/about_s4_bubble2.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:23	251526/251526	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-3d686%22	https://iteck-html.themescamp.com/assets/img/about/2mobiles.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/2mobiles.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:24	4356/4356	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-1104%22	https://iteck-html.themescamp.com/assets/img/about/intg1.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/intg1.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:24	130391/130391	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-1fd57%22	https://iteck-html.themescamp.com/assets/img/about/about_s4_img3.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/about_s4_img3.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:24	4378/4378	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-111a%22	https://iteck-html.themescamp.com/assets/img/about/intg5.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/intg5.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
09:28:25	5915/5915	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-171b%22	https://iteck-html.themescamp.com/assets/img/about/intg4.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/intg4.png	(from https://iteck-html.themescamp.com/home-app-landing.html)
